实际抵达日期,产品描述,收货人,收货人地址,发货人,发货人地址,通知人,承运人,原产国,海外装货港,目的港,目的国,启运国,产品件数/拼箱货柜,数量单位,TEU,千克重/拼箱货柜,千克重/件,尺寸,货运收货人,货柜号,卸货港,卸货港所在州,装运标志及编号,产品海关编码,货柜运输类型,支线承运人收货地,货运托运人,双抬头托运人,货柜个数/船东提单,收货人所在州
2023-06-09,"SILICONE RUBBER AND FLUID HS CODE : 2931.90 (50DRUMS,24CANS,28CARTONS)",SHIN-ETSU SILICONES OF AMERICA INC.,HEAD OFFICE1150 DAMAR DRIVE AKRON OH 44305 US,"SHIN-ETSU CHEMICAL CO.,LTD.",4-1 MARUNOUCHI 1-CHOMECHIYODA-KU TOKYO 1000005 JP,SHIN-ETSU SILICONES OF AMERICA INC,MQLA-MITSUBISHI LOGISTICS AMERICA CORPORATION,JAPAN,TOKYO,LOS ANGELES,UNITED STATES,JAPAN,102,PKG,1.0,11479.0,112.54,2000*806*802,None,NYKU9911141,LOS ANGELES,CALIFORNIA,SESA RANCHO DOMINGUEZ,293190,FCL,TOKYO,,TRANSHIPMENT,1,OHIO
2023-06-09,"SILICONE RUBBER AND FLUID HS CODE : 2931.90 (34DRUMS,112CANS,137CARTONS)",SHIN-ETSU SILICONES OF AMERICA INC.,HEAD OFFICE1150 DAMAR DRIVE AKRON OH 44305 US,"SHIN-ETSU CHEMICAL CO.,LTD.",4-1 MARUNOUCHI 1-CHOMECHIYODA-KU TOKYO 1000005 JP,SHIN-ETSU SILICONES OF AMERICA INC,MQLA-MITSUBISHI LOGISTICS AMERICA CORPORATION,JAPAN,TOKYO,LOS ANGELES,UNITED STATES,JAPAN,283,PKG,1.0,12544.0,44.33,2000*806*802,None,TGBU3252228,LOS ANGELES,CALIFORNIA,SESA RANCHO DOMINGUEZ,293190,FCL,TOKYO,,TRANSHIPMENT,1,OHIO
2023-06-09,SILICONE RUBBER KEYPAD,GRAYHILL INC.,4800 VERNON AVE MCCOOK IL 60525 US,TA YANG SILICONE RUBBER INDUSTRIAL,"22/F, H CODE,45 POTTINGER STREET,CENTRAL HONG KONG HK 1",None,UASI-UPS ASIA GROUP PTE LTD,HONG KONG(CN),HONG KONG,LONG BEACH,UNITED STATES,HONG KONG(CN),24,CTN,0.07,279.0,11.62,4000*900*800,None,FFAU2254795,LONG BEACH,CALIFORNIA,GRAYHILL IN DIAM CNO.190213 MADE IN CHINA,0,LCL,"HONG KONG,HK",CHINA OCEAN SHIPPING COMPANY,TRANSHIPMENT,1,ILLINOIS
2023-06-09,SILICONE RUBBER AND FLUID HS CODE : 2931.90,SHIN-ETSU SILICONES OF AMERICA INC.,HEAD OFFICE1150 DAMAR DRIVE AKRON OH 44305 US,"SHIN-ETSU CHEMICAL CO.,LTD.",4-1 MARUNOUCHI 1-CHOMECHIYODA-KU TOKYO 1000005 JP,SHIN-ETSU SILICONES OF AMERICA INC,MQLA-MITSUBISHI LOGISTICS AMERICA CORPORATION,JAPAN,TOKYO,LOS ANGELES,UNITED STATES,JAPAN,80,DR,1.0,17720.0,221.5,2000*806*800,None,BSIU2550852,LOS ANGELES,CALIFORNIA,SESA RANCHO DOMINGUEZ,293190,FCL,TOKYO,HYUNDAI MERCHANT MARINE,TRANSHIPMENT,5,OHIO
2023-06-09,SILICONE RUBBER AND FLUID HS CODE : 2931.90,SHIN-ETSU SILICONES OF AMERICA INC.,HEAD OFFICE1150 DAMAR DRIVE AKRON OH 44305 US,"SHIN-ETSU CHEMICAL CO.,LTD.",4-1 MARUNOUCHI 1-CHOMECHIYODA-KU TOKYO 1000005 JP,SHIN-ETSU SILICONES OF AMERICA INC,MQLA-MITSUBISHI LOGISTICS AMERICA CORPORATION,JAPAN,TOKYO,LOS ANGELES,UNITED STATES,JAPAN,80,DR,1.0,17720.0,221.5,2000*806*800,None,FCIU5163000,LOS ANGELES,CALIFORNIA,SESA RANCHO DOMINGUEZ,293190,FCL,TOKYO,HYUNDAI MERCHANT MARINE,TRANSHIPMENT,5,OHIO
2023-06-09,"SHIN-ETSU SILICONE NCM : 3208.90 CAT-PL-50T KS-847T (4DRUMS,3CARTONS)",ARTES GRAFICAS MODERNAS S.A.,CUIT 30-55101017-8ENSENADA 2031/47-SAN JUSTO BUENOS AIRES B1754CWC AR,"SHIN-ETSU CHEMICAL CO.,LTD.",4-1 MARUNOUCHI 1-CHOMECHIYODA-KU TOKYO 1000005 JP,ARTES GRAFICAS MODERNAS S.A.,MQLA-MITSUBISHI LOGISTICS AMERICA CORPORATION,JAPAN,TOKYO,LOS ANGELES,ARGENTINA,JAPAN,7,PKG,0.0,822.0,117.43,0,None,TCLU6641376,LOS ANGELES,CALIFORNIA,KS-847T DC-40313497,320890,LCL,YOKOHAMA,,TRANSHIPMENT,1,None
2023-06-09,SILICONE RUBBER AND FLUID HS CODE : 2931.90,SHIN-ETSU SILICONES OF AMERICA INC.,HEAD OFFICE1150 DAMAR DRIVE AKRON OH 44305 US,"SHIN-ETSU CHEMICAL CO.,LTD.",4-1 MARUNOUCHI 1-CHOMECHIYODA-KU TOKYO 1000005 JP,SHIN-ETSU SILICONES OF AMERICA INC,MQLA-MITSUBISHI LOGISTICS AMERICA CORPORATION,JAPAN,TOKYO,LOS ANGELES,UNITED STATES,JAPAN,80,DR,1.0,17720.0,221.5,2000*806*800,None,HDMU2782657,LOS ANGELES,CALIFORNIA,SESA RANCHO DOMINGUEZ,293190,FCL,TOKYO,HYUNDAI MERCHANT MARINE,TRANSHIPMENT,5,OHIO
2023-06-09,SILICONE RUBBER AND FLUID HS CODE : 2931.90,SHIN-ETSU SILICONES OF AMERICA INC.,HEAD OFFICE1150 DAMAR DRIVE AKRON OH 44305 US,"SHIN-ETSU CHEMICAL CO.,LTD.",4-1 MARUNOUCHI 1-CHOMECHIYODA-KU TOKYO 1000005 JP,SHIN-ETSU SILICONES OF AMERICA INC,MQLA-MITSUBISHI LOGISTICS AMERICA CORPORATION,JAPAN,TOKYO,LOS ANGELES,UNITED STATES,JAPAN,80,DR,1.0,17720.0,221.5,2000*806*800,None,GCXU2164937,LOS ANGELES,CALIFORNIA,SESA RANCHO DOMINGUEZ,293190,FCL,TOKYO,HYUNDAI MERCHANT MARINE,TRANSHIPMENT,5,OHIO
2023-06-09,"SILICONE RUBBER AND FLUID HS CODE : 3910.00 (41DRUMS,80CANS,21CARTONS)",SHIN-ETSU SILICONES OF AMERICA INC.,HEAD OFFICE1150 DAMAR DRIVE AKRON OH 44305 US,"SHIN-ETSU CHEMICAL CO.,LTD.",4-1 MARUNOUCHI 1-CHOMECHIYODA-KU TOKYO 1000005 JP,SHIN-ETSU SILICONES OF AMERICA INC,MQLA-MITSUBISHI LOGISTICS AMERICA CORPORATION,JAPAN,TOKYO,LOS ANGELES,UNITED STATES,JAPAN,142,PKG,2.0,11569.0,81.47,4000*900*800,None,OERU4086296,LOS ANGELES,CALIFORNIA,"SESA AKRON,OH",391000,FCL,TOKYO,ORIENT OVERSEAS CONTAINER LINE LTD,TRANSHIPMENT,1,OHIO
2023-06-09,"640 CTNS ON 20 PLYWOOD PLTS SILICONE RUBBER PARTS SHP2304-5571390 WOOD PACKAGING MATERIAL PART LOAD CONTAINER(S) COVERED BY BLS : HKA2307 HKA2307317B,HKA2307317C",TESLA INC.,45500 FREMONT BLVD.FREMONT CA 94538UNITED STATES,BIZLINK TECHNOLOGY INC.,"NO.1 INDUSTRIAL ZONE,FENGHUANGVILLAGE,FUYONG TOWN,BAOAN DISTRICT,SHENZHEN CITY, GUANGDONG PROVINCE, TE CHINA (518103) T : 86-755-82122552-",LIVINGSTON INTERNATIONAL,CMDU-CMA-CGM,HONG KONG(CN),HONG KONG,OAKLAND,UNITED STATES,HONG KONG(CN),640,CTN,1.78,10166.98,15.89,4000*900*800,None,TCNU2662697,OAKLAND,CALIFORNIA,(IN DIA) USA C/NO.1-640 MADE IN CHINA,0,LCL,HONG KONG,CMA-CGM,TRANSHIPMENT,1,CALIFORNIA
2023-06-09,"XIAMETER(TM) PMX-200 SILICONE FLUID 1,000,0 00CST170 KG DRUM HS 3910000090",DOW SILICONES CORPORATION-CDW,"700 OMEGA PARKWAY CEDAR GROVEBUSINESS PARK SHEPHERDSVILLE KY40165 UNITED STATES,",DOW EUROPE GMBH C O DSV LOGISTICS,"RUE ZENOBE GRAMME FAMILLEUREUX 7181BELGIUM,",DSV AIR & SEA INC. - I902,IILU-INDEPENDENT CONTAINER LINE LTD,BELGIUM,ANTWERP/ANVERS,WILMINGTON,UNITED STATES,BELGIUM,3,BOX,0.11,516.89,172.3,4000*0*0,None,ICUU9152811,WILMINGTON,NORTH CAROLINA,"HAZARDOUS - NET WEIGHT 26,25 KG UN3267 CORRO SIVE LIQUID, BASIC, ORGANIC, N.O.S. (QUATERN ARY AMMONIUM COMPOUNDS, BENZYL-C12-16-ALKYL DIMETHYL, CHLORIDES), 8, II, (E) IMDG UN32 67 CORROSIVE LIQUID, BASIC, ORGANIC, N.O.S.( QUATERNARY AMMONIUM COMPOUNDS, BENZYL-C12-1 6-ALKYLDIMETHYL, CHLORIDES), 8, II, F-A, S- B, STOWAGE CATEGORY A, IMDG CODE SEGREGATION;GROUP - ALKALIS UNITED STATES UN3267 CORRO SIVE LIQUID, BASIC, ORGANIC, N.O.S. (QUATERN ARY AMMONIUM COMPOUNDS, BENZYL-C12-16-ALKY LDIMETHYL, CHLORIDES), 8, II COUNTRY OF ORI GIN : UNITED KINGDOM HAZARDOUS - NET WEIGHT 2250 KG UN2286 PENTAM ETHYLHEPTANE SOLUTION, 3, III, (D/E) IMDGUN 2286 PENTAMETHYLHEPTANE SOLUTION, 3, III,(49",3910000090,FCL,BELGIUM,INDEPENDENT CONTAINER LINE LTD,CARE OF,1,KENTUCKY
2023-06-09,SILICONE RUBBER 1PLT = 2PAILS,PIPEDREAM PRODUCTS,"8501 FALLBROOK AVE., SUITE #150WESTHILLS, CA 91304 USA,WEST HILLS, 91304,US",DONGGUAN GANGTIAN POLYMER MATERIALS,"BUILDING B, NO. 8, NO. 2 INDUSTRIALDIST.,TIANTOU,DONGGUAN,CN",None,SXCO,CHINA,YANTIAN,LONG BEACH,UNITED STATES,CHINA,2,CTN,0.01,457.0,228.5,2000*806*802,None,FTAU1149724,LONG BEACH,CALIFORNIA,SIL22NAT,0,LCL,YANTIAN,,TRANSHIPMENT,1,CALIFORNIA
2023-06-09,XIAMETER(TM) PMX-200 SILICONE FLUID 2 CST850 KG IBC HS 2931900090,DOW SILICONES CORPORATION TAXID,"505, GENTRY MEMORIAL HIGHWAY EASLEYSC 40165-8515 UNITED STATES,",DOW EUROPE GMBH C O DSV LOGISTICS,"RUE ZENOBE GRAMME FAMILLEUREUX 7181BELGIUM,",DSV AIR & SEA INC. - I902,IILU-INDEPENDENT CONTAINER LINE LTD,BELGIUM,ANTWERP/ANVERS,WILMINGTON,UNITED STATES,BELGIUM,10,BKT,0.16,959.58,95.96,4000*0*0,None,SDNU4200620,WILMINGTON,NORTH CAROLINA,"DOW CORNING CORPORATION PLANT H178 270 OMEG A PKY STE 200 SHEPHERDSVILLE KY 40165-8515LO UISVILLE AIRPORT NA1993 COMBUSTIBLE LIQUID, N.O.S. (DODECAMET HYLPENTASILOXANE), COMB LIQ, III DOW CORNING CORPORATION PLANT H178 270 OMEG A PKY STE 200 SHEPHERDSVILLE KY 40165-8515LO UISVILLE AIRPORT;DOW CORNING CORPORATION PLANT H178 270 OMEG A PKY STE 200 SHEPHERDSVILLE KY 40165-8515LO UISVILLE AIRPORT DOW CORNING CORPORATION PLANT H178 270 OMEG A PKY STE 200 SHEPHERDSVILLE KY 40165-8515LO UISVILLE AIRPORT DOW CORNING CORPORATION PLANT H178 270 OMEG A PKY STE 200 SHEPHERDSVILLE KY 40165-8515LO",2931900090,FCL,BELGIUM,INDEPENDENT CONTAINER LINE LTD,CARE OF,1,KENTUCKY
2023-06-09,"143 CTNS ON 8 PLYWOOD PLTS SILICONE RUBBER PARTS SHP2302-6265187 WOOD PACKAGING MATERIAL PART LOAD CONTAINER(S) COVERED BY BLS : HKA2307 HKA2307316B,HKA2307316C,HKA2307316D,HKA230731A2307316F,HKA2307316G",TESLA INC.,45500 FREMONT BLVD.FREMONT CA 94538UNITED STATES,BIZLINK TECHNOLOGY INC.,"NO.1 INDUSTRIAL ZONE,FENGHUANGVILLAGE,FUYONG TOWN,BAOAN DISTRICT,SHENZHEN CITY, GUANGDONG PROVINCE, TE CHINA (518103) T : 86-755-82122552-",LIVINGSTON INTERNATIONAL,CMDU-CMA-CGM,HONG KONG(CN),HONG KONG,OAKLAND,UNITED STATES,HONG KONG(CN),143,CTN,0.52,5240.99,36.65,4000*900*800,None,CMAU4391572,OAKLAND,CALIFORNIA,(IN DIA) USA C/NO.1-143 MADE IN CHINA,0,LCL,HONG KONG,CMA-CGM,TRANSHIPMENT,1,CALIFORNIA
2023-06-09,"99 CTNS ON 4 PLYWOOD PLTS CABLE WITH CONNECTORS SILICONE RUBBER PARTS SHP2304-4338503 WOOD PACKAGING MATERIAL PART LOAD CONTAINER(S) COVERED BY BLS : HKA2307HKA2307316B,HKA2307316C,HKA2307316D,HKA230731 A2307316F,HKA2307316G",TESLA INC.,45500 FREMONT BLVD.FREMONT CA 94538UNITED STATES,BIZLINK TECHNOLOGY INC.,"NO.1 INDUSTRIAL ZONE,FENGHUANGVILLAGE,FUYONG TOWN,BAOAN DISTRICT,SHENZHEN CITY, GUANGDONG PROVINCE, TE CHINA (518103) T : 86-755-82122552-",LIVINGSTON INTERNATIONAL,CMDU-CMA-CGM,HONG KONG(CN),HONG KONG,OAKLAND,UNITED STATES,HONG KONG(CN),99,CTN,0.36,4748.0,47.96,4000*900*800,None,CMAU4391572,OAKLAND,CALIFORNIA,(IN DIA) USA C/NO.1-99 MADE IN CHINA,0,LCL,HONG KONG,CMA-CGM,TRANSHIPMENT,1,CALIFORNIA
2023-06-09,SILICONE RUBBER KEYBOARD,MERIT AUTOMOTIVE ELECTRONICS SYSTEM,601 JOAQUIN CAVAZOS RD LOS INDIOS TX 78567 US TE +19165717029,SATECO HK LTD.,"NO 1 SCIENCE MUSEUM ROAD TSIM SHA TSUI, KOWL HK NATALIE WONG TE +85227363307",MERIT AUTOMOTIVE ELECTRONICS SYSTEM,DMAL-DANMAR LINES LTD,HONG KONG(CN),HONG KONG,LONG BEACH,UNITED STATES,HONG KONG(CN),28,CTN,0.03,266.0,9.5,4500*900*800,"CTL LAX, INC.",GVCU9018348,LONG BEACH,CALIFORNIA,MERIT USA U.S.A. C/NO. 001-028,0,LCL,HONG KONG,CHARTER LINK LOGISTICS LIMITED,TRANSHIPMENT,1,PENNSYLVANIA
2023-06-09,"640 CTNS ON 20 PLYWOOD PLTS SILICONE RUBBER PARTS SHP2304-5571977 WOOD PACKAGING MATERIAL PART LOAD CONTAINER(S) COVERED BY BLS : HKA2310 HKA2310963B,HKA2310963C",TESLA INC.,45500 FREMONT BLVD.FREMONT CA 94538UNITED STATES,BIZLINK TECHNOLOGY INC.,"NO.1 INDUSTRIAL ZONE,FENGHUANGVILLAGE,FUYONG TOWN,BAOAN DISTRICT,SHENZHEN CITY, GUANGDONG PROVINCE, TE CHINA (518103) T : 86-755-82122552-",LIVINGSTON INTERNATIONAL,CMDU-CMA-CGM,HONG KONG(CN),HONG KONG,OAKLAND,UNITED STATES,HONG KONG(CN),640,CTN,1.78,9120.0,14.25,4000*900*800,None,CMAU6331422,OAKLAND,CALIFORNIA,(IN DIA) USA C/NO.1-640 MADE IN CHINA,0,LCL,HONG KONG,CMA-CGM,TRANSHIPMENT,1,CALIFORNIA
2023-06-09,741 CTNS ON 24 PLYWOOD PLTS CABLE WITH CONNECTORS SILICONE RUBBER PARTS SHP2304-3640933 WOOD PACKAGING MATERIAL PART LOAD CONTAINER(S) COVERED BYBLS : HKA2310979A-HKA2310979D,TESLA INC.,45500 FREMONT BLVD.FREMONT CA 94538UNITED STATES,BIZLINK TECHNOLOGY INC.,"NO.1 INDUSTRIAL ZONE,FENGHUANGVILLAGE,FUYONG TOWN,BAOAN DISTRICT,SHENZHEN CITY, GUANGDONG PROVINCE, TE CHINA(518103) T : 86-755-82122552-",LIVINGSTON INTERNATIONAL,CMDU-CMA-CGM,HONG KONG(CN),HONG KONG,OAKLAND,UNITED STATES,HONG KONG(CN),741,CTN,1.5,8787.96,11.86,4000*806*800,None,CMAU9108644,OAKLAND,CALIFORNIA,(IN DIA) USA C/NO.1-741 MADE IN CHINA,0,LCL,HONG KONG,CMA-CGM,TRANSHIPMENT,1,CALIFORNIA
2023-06-08,OILCOOLERKIT OILCOOLERKIT OILHOSEFITTING THERMOSTATHOUSINGKIT FUEL FILTER FUELPUMP OIL CATCHNBRFUELLINEHOSE OIL HOSE FITTING KIT SILICONE TUBE FUEL FILTER EXHAUSTMUFFLER EXHAUSTPIPE CLAMP OILCOOLERKIT FUEL PRESSURE REGULATOR NBRFUELLINEHOSE EXHAUSTHANGER HOSESEPARATOR CHECK VALVE,"TAIZHOU YIBAI AUTO PARTS CO.,LTD C","O GOLDEN STATE FC LLC24300 NANDINAAVE,MORENO VALLEY, CA ONT8 MORENO VALLEY CA 92551 US","TAIZHOU YIBAI AUTO PARTS CO.,LTD.","NO. 7, HUANBAO WEST ROAD ZHONGSHANINDUSTRIAL PARKCHUMEN TOWN YUHUAN C YUHUAN TA 317699 CN",GOLDEN STATE FC LLC,AMZD,CHINA,NING BO,LOS ANGELES,UNITED STATES,CHINA,1047,CTN,2.0,18189.95,17.37,4000*900*800,None,TLLU8130136,LOS ANGELES,CALIFORNIA,NO MARKS,0,FCL,CNNGB,CMA-CGM,TRANSHIPMENT,1,CALIFORNIA
2023-06-08,METHYL HYDROGEN SILICONE FLUID 20CS,GT PRODUCTS LLC,501 INDUSTRIAL BLVD GRAPEVINE TX 76051 US GERMAN FUENTES TE +12244413091,SHANDONG DONGYUE FUTURE HYDROGEN EN,"TANGSHAN TOWN, HUANTAI COUNTY; ZIBO ; ; CN GUODANDAN TE; +865333142507;",None,MFGT-MAINFREIGHT INC,CHINA,QINGDAO,LONG BEACH,UNITED STATES,CHINA,18,PKG,1.0,19026.0,1057.0,2000*806*800,MAINFREIGHT INC CHI,TEMU2582061,LONG BEACH,CALIFORNIA,NO MARKS,0,FCL,QINGDAO,"MAINFREIGHT INTERNATIONAL LOGISTICS (SHANGHAI) CO.,LTD",TRANSHIPMENT,4,TEXAS
2023-06-08,METHYL HYDROGEN SILICONE FLUID 20CST PO : 27781 SCAC : MFGTAMS HBL : QDCHI4511530,GT PRODUCTS LLC,501 INDUSTRIAL BLVD GRAPEVINE TX 76051 US GERMAN FUENTES TE +12244413091,SHANDONG DONGYUE FUTURE HYDROGEN EN,"TANGSHAN TOWN, HUANTAI COUNTY; ZIBO ; ; CN GUODANDAN TE; +865333142507;",None,MFGT-MAINFREIGHT INC,CHINA,QINGDAO,LONG BEACH,UNITED STATES,CHINA,18,PKG,1.0,19026.0,1057.0,2000*806*800,MAINFREIGHT INC CHI,TEMU5330090,LONG BEACH,CALIFORNIA,NO MARKS,0,FCL,QINGDAO,"MAINFREIGHT INTERNATIONAL LOGISTICS (SHANGHAI) CO.,LTD",TRANSHIPMENT,4,TEXAS
2023-06-08,RADIATOR OXYGEN SENSOR SOLENOID VALVE WIND SC OOPER FUEL RAIL SILICONE TUBE CONNECTING PIPE QUICK RELEASE GASKET CONTROL ARM ALUMINUM TU BE KIT MOTORCYCLE WATER TANK ESCAPE-PIPE LICE NSE PLATE FRAME COOLING FAN PERMEABILITY OIL POT AUTOMOBILE DECORATIVE PARTS FUEL PUMP OIL PIPE-ADAPTER FUEL FILTER WATER TANK COVER DECOMPRESSION VALVE OIL COOLLING KIT CHECK VALV E INTERCOOLER STEERING OIL PIPE ASSEMBLY CATA LYTIC CONVERTER CONDENSER,SUNFLOWERY INC.,"1942 BROADWAY ST STE 314C BOULDER CO 8030230-1292080,CO, 80302,US",SHANGHAI TINGYUE AUTO PARTS CO.,"ROOM 501, BUILDING NO.5, NO.115, LANE 1276, NANLE,SHANGHAI,CN",SUNFLOWERY INC,CIEC,CHINA,SHANG HAI,LONG BEACH,UNITED STATES,CHINA,1054,CTN,2.0,6385.03,6.06,4000*900*800,GLOBAL FREIGHT SERVICES USA LLC,DFSU7386291,LONG BEACH,CALIFORNIA,NO MARKS,0,FCL,SHANGHAI,GLOBAL FREIGHT SERVICES SHANGHAI CO,TRANSHIPMENT,1,COLORADO
2023-06-08,MUFFLER INTERCOOLER ENGINE MOUNT KITS CAMBER KITS OIL LINE KITS AIR VALVES ALUMINIUM TUBE PARTS SILICONE HOSES TACHOMETER BATTERY RELOC ATION KIT AIR FILTER BOLT KITS SWAY BAR FUEL PUMP HUB BEARING CLAMP FRONT CRADLE SPRING SH OCK ABSORBER CABLE SET,FORMULA MOTORING,"16720 CHESTNUT ST.STE A CITY OF INDUSTRY,ROWLAND HEIGHTS,CALIFORNIA 91748,US",E-MOTOR INDUSTRIES INT' L SHANGHAI,"ROOM 501 JINTAO BUILDING,SHANGCHENGROAD(TAOLIN RO,PUDONG,CN",V-ZONE CORPORATION,FEVM,CHINA,SHANG HAI,LONG BEACH,UNITED STATES,CHINA,1092,CTN,1.69,12685.0,11.62,4000*906*802,UML INTERNATIONAL USA INC,WHLU5657874,LONG BEACH,CALIFORNIA,HYPESPEED,0,LCL,SHANGHAI,FOUREVER E-COMMERCE COMPANY LIMITED,TRANSHIPMENT,1,CALIFORNIA
2023-06-08,SILICONE CAP PLUG RUBBER PARTS FOR AUTO PROTE,CAPLUGS INC.,2016 E. UNIVERSITY DRIVE. RANCHODOMINGUEZ CA LOS ANGELES CA 90220 US,"CAPLUGS PROTECTIVE INDUSTRIAL COMPO NENTS (JIANGSU) CO.,LTD.",C G(JINTAN)INTELLIGENT MANUFACTURING INDUSTRIAL CHANGZHOU 213200 CN,None,DMER-DIMERCO EXPRESS (USA) CORP,CHINA,SHANG HAI,LONG BEACH,UNITED STATES,CHINA,44,PKG,0.0,12154.0,276.23,0,DIMERCO EXPRESS (USA) CORP.,WHSU6074049,LONG BEACH,CALIFORNIA,CTIVE RUBBER PARTS FOR PROTECTIVE CAPLUGS,0,FCL,SHANGHAI CHINA,DIVERSIFIED INT'L TRANSPORTATION (S,TRANSHIPMENT,2,CALIFORNIA
2023-06-08,SILICONE CAP PLUG RUBBER PARTS FOR AUTO PROTE,CAPLUGS INC.,2016 E. UNIVERSITY DRIVE. RANCHODOMINGUEZ CA LOS ANGELES CA 90220 US,"CAPLUGS PROTECTIVE INDUSTRIAL COMPO NENTS (JIANGSU) CO.,LTD.",C G(JINTAN)INTELLIGENT MANUFACTURING INDUSTRIAL CHANGZHOU 213200 CN,None,DMER-DIMERCO EXPRESS (USA) CORP,CHINA,SHANG HAI,LONG BEACH,UNITED STATES,CHINA,44,PKG,0.0,10841.0,246.39,0,DIMERCO EXPRESS (USA) CORP.,WHSU6484444,LONG BEACH,CALIFORNIA,CTIVE RUBBER PARTS FOR PROTECTIVE CAPLUGS,0,FCL,SHANGHAI CHINA,DIVERSIFIED INT'L TRANSPORTATION (S,TRANSHIPMENT,2,CALIFORNIA
2023-06-08,SILICONE RUBBER,MG CHEMICAL INC.,"98 WADSWORTH BLVD NUM 127-3255LAKEWOOD,CO 80226 USA","MIDGOLD SILICONE CO., LTD O B P.G SILICONE LIMITED","11CHANGSHAN INDUSTRIAL ZONE,LIULIANCOMMUNITY,PINGDI TOWN,LONGGANG",None,PSEA,CHINA,YANTIAN,"NEW YORK/NEWARK AREA, NEWARK",UNITED STATES,CHINA,34,PKG,1.0,18800.0,552.94,2000*806*802,PAN LINK INTERNATIONAL CORPORATION,GLDU9484490,"NEW YORK/NEWARK AREA, NEWARK",NEW JERSEY,NO MARKS,0,FCL,"YANTIAN, CHINA","PACIFIC STAR EXPRESS (CHINA)CO.,LTD",TRANSHIPMENT,1,COLORADO
2023-06-08,METHYL HYDROGEN SILICONE FLUID 20CST PO : 27781 SCAC : MFGTAMS HBL : QDCHI4511530,GT PRODUCTS LLC,501 INDUSTRIAL BLVD GRAPEVINE TX 76051 US GERMAN FUENTES TE +12244413091,SHANDONG DONGYUE FUTURE HYDROGEN EN,"TANGSHAN TOWN, HUANTAI COUNTY; ZIBO ; ; CN GUODANDAN TE; +865333142507;",None,MFGT-MAINFREIGHT INC,CHINA,QINGDAO,LONG BEACH,UNITED STATES,CHINA,18,PKG,1.0,19026.0,1057.0,2000*806*800,MAINFREIGHT INC CHI,TCLU7370469,LONG BEACH,CALIFORNIA,NO MARKS,0,FCL,QINGDAO,"MAINFREIGHT INTERNATIONAL LOGISTICS (SHANGHAI) CO.,LTD",TRANSHIPMENT,4,TEXAS
2023-06-08,SILICONE RUBBER KEYBOARD,MERIT AUTOMOTIVE ELECTRONICS SYSTEM,601 JOAQUIN CAVAZOS RD LOS INDIOS TX 78567 US TE +19165717029,SATECO HK LTD.,"NO 1 SCIENCE MUSEUM ROAD TSIM SHA TSUI, KOWL HK NATALIE WONG TE +85227363307",MERIT AUTOMOTIVE ELECTRONICS SYSTEM,DMAL-DANMAR LINES LTD,HONG KONG(CN),HONG KONG,HOUSTON,UNITED STATES,HONG KONG(CN),15,CTN,0.02,168.0,11.2,4000*900*800,CTL LAX INC,SKYU8133002,HOUSTON,TEXAS,MERIT USA U.S.A. C/NO. 001-015,4820100000;8302419080;85299031;852990;850440;854520;8204110000;851810;23040211;848340;732690;7318151000;85322590,LCL,HONG KONG,CHARTER LINK LOGISTICS LIMITED,TRANSHIPMENT,1,PENNSYLVANIA
2023-06-08,METHYL HYDROGEN SILICONE FLUID 20CST PO : 27781 SCAC : MFGTAMS HBL : QDCHI4511530,GT PRODUCTS LLC,501 INDUSTRIAL BLVD GRAPEVINE TX 76051 US GERMAN FUENTES TE +12244413091,SHANDONG DONGYUE FUTURE HYDROGEN EN,"TANGSHAN TOWN, HUANTAI COUNTY; ZIBO ; ; CN GUODANDAN TE; +865333142507;",None,MFGT-MAINFREIGHT INC,CHINA,QINGDAO,LONG BEACH,UNITED STATES,CHINA,18,PKG,1.0,19026.0,1057.0,2000*806*800,MAINFREIGHT INC CHI,DFSU1309220,LONG BEACH,CALIFORNIA,NO MARKS,0,FCL,QINGDAO,"MAINFREIGHT INTERNATIONAL LOGISTICS (SHANGHAI) CO.,LTD",TRANSHIPMENT,4,TEXAS
2023-06-07,METHYL HYDROGEN SILICONE FLUID,BRB NORTH AMERICA INC. C O INTERATL,320 ELIZABETH AVE NEWARK NJ 07112 US TE +97317329786,"TIANJIN GLORY TRADE CO.,LTD.","8-404,BLUE COLLAR APARTMENT,NO.20 TIANYUAN ROADXEDA INDUSTRIAL PARK,XIQING DISTRICT,TIANJIN TIANJIN CN TE +8618526493750",None,MFGT-MAINFREIGHT INC,CHINA,QINGDAO,"NEW YORK/NEWARK AREA, NEWARK",UNITED STATES,CHINA,18,PKG,1.0,19026.0,1057.0,2000*806*800,MAINFREIGHT INC,EGHU3595564,"NEW YORK/NEWARK AREA, NEWARK",NEW JERSEY,NO MARKS,0,FCL,QINGDAO,"MAINFREIGHT INTERNATIONAL LOGISTICS (SHANGHAI) CO.,LTD",TRANSHIPMENT,1,NEW JERSEY
